Country,City,Culture,Event,Preferred Color,Preferred Style,Outfit
England,Manchester,African/Caribbean,Wedding,Purple,Modern,Ankara halter-neck dress with beadwork
Japan,Tokyo,Western,Casual Party,Pink,Traditional,Abstract knee-length skirt with a blouse and pearl necklace
Malaysia,Ipoh,Chinese,Wedding,Red,Traditional,Beaded traditional qipao
Japan,Kyoto,Traditional Japanese,Wedding,Silver,Traditional,Embroidered bridal kimono with obi
Malaysia,Kuching,Malay,Casual Party,Pastel,Modern,Batik jumpsuit with sleeves
Japan,Kyoto,Traditional Japanese,Wedding,White,Traditional,Embroidered tsunokakushi (bridal headdress)
USA,Chicago,Western,Office Meeting,Black,Traditional,Solid turtleneck sweater with skirt
England,Bristol,Western,Wedding,Pastel,Modern,Lace halter-neck satin gown
Japan,Tokyo,Western,Wedding,Ivory,Modern,Beaded one-shoulder chiffon dress
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Maroon,Modern,Beaded ball gown
USA,New York,Western,Office Meeting,Gray,Traditional,Checkered conservative dress
Japan,Tokyo,Traditional Japanese,Wedding,Silver,Modern,Floral ball gown with sleeves
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,Gold,Modern,Beaded designer saree
Japan,Tokyo,Western,Casual Party,Red,Modern,Polka dot denim skirt with a graphic tee and sneakers
England,London,African/Caribbean,Wedding,Gold,Traditional,Beaded Zulu traditional attire
Malaysia,Kuching,Indian,Wedding,Red,Traditional,Embroidered Silk saree with temple border
England,Manchester,Western,Wedding,Pastel,Traditional,Beaded pastel midi dress with a modest neckline
Malaysia,Kuching,Chinese,Wedding,Silver,Modern,Traditional Motifs asymmetrical dress
Japan,Osaka,Traditional Japanese,Wedding,Gold,Modern,Floral lace dress with obi belt
Malaysia,Kuching,Chinese,Casual Party,Multicolor,Modern,Floral printed dress
Malaysia,Ipoh,Malay,Wedding,Gold,Traditional,Lace bridal baju kurung
India,Bangalore,Traditional (South Indian),Casual Party,Bright,Traditional,Floral handloom saree
Malaysia,Kuantan,Malay,Wedding,Gold,Traditional,Lace traditional attire with tengkolok
England,London,African/Caribbean,Casual Party,Multicolor,Modern,Geometric Ankara skirt with tank top
England,Manchester,Western,Casual Party,Pink,Modern,Polka dot crop top with high-waisted pants and block heels
USA,Miami,Latino,Wedding,Gold,Traditional,Embroidered traditional embroidered gown with lace detailing
England,Manchester,African/Caribbean,Office Meeting,Navy,Modern,Solid culottes with blouse
USA,Chicago,Western,Office Meeting,Beige,Modern,Solid blazer dress
USA,Chicago,Black,Casual Party,Bright,Traditional,Ankara Print mudcloth tunic dress
Japan,Tokyo,Traditional Japanese,Wedding,Silver,Traditional,Traditional Motifs kakeshita kimono
England,Bristol,South Asian,Wedding,Gold,Traditional,Embroidered Kanjeevaram saree
England,Bristol,South Asian,Wedding,Maroon,Modern,Embroidered cape style lehenga
India,Chennai,Traditional (South Indian),Wedding,Maroon,Traditional,Zari bridal saree with veil
USA,Chicago,Western,Wedding,Ivory,Traditional,Beaded pastel midi dress with a modest neckline
Malaysia,Kuching,Indian,Casual Party,Bright,Modern,Floral palazzo pants with tunic
Malaysia,Kuching,Chinese,Casual Party,Bright,Traditional,Floral silk wrap dress
USA,Houston,Western,Wedding,White,Modern,Beaded off-shoulder sequin dress
India,Chennai,Traditional (South Indian),Casual Party,Pastel,Modern,Printed long skirt with top
Japan,Osaka,Traditional Japanese,Wedding,White,Modern,Traditional Motifs Western-style wedding dress
Sri Lanka,Jaffna,Traditional (Tamil),Wedding,Maroon,Traditional,Beaded silk saree with heavy zari work
USA,New York,Western,Office Meeting,Gray,Modern,Pinstripe pencil skirt with blouse
Malaysia,Kuching,Indian,Casual Party,Bright,Modern,Block Print front-slit kurti with jeans
USA,New York,Latino,Office Meeting,Brown,Traditional,Solid embroidered blouse with skirt
England,Manchester,Western,Wedding,Silver,Traditional,Beaded floral A-line dress with a matching shawl
India,Mumbai,Western,Casual Party,Yellow,Traditional,Floral cardigan over a dress with Mary Jane shoes
Dubai,Al Ain,Traditional (Middle Eastern),Office Meeting,Beige,Modern,Solid wide-leg pants with tunic
Dubai,Sharjah,Traditional (Middle Eastern),Casual Party,Pastel,Traditional,Floral embroidered shawl with dress
England,Manchester,Western,Wedding,Silver,Traditional,Embroidered vintage-inspired fit-and-flare dress with lace overlay
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,White,Modern,Beaded Anarkali gown
USA,Chicago,Latino,Casual Party,Vibrant,Traditional,Floral off-shoulder dress with belt
USA,Houston,Western,Office Meeting,Gray,Traditional,Pinstripe midi skirt with jacket
USA,Houston,Western,Office Meeting,Beige,Modern,Solid pencil skirt with blouse
England,Manchester,Western,Wedding,Silver,Modern,Lace modern lace trumpet gown with deep illusion back
USA,New York,Latino,Office Meeting,White,Traditional,Solid frilled dress
USA,Chicago,Western,Wedding,Silver,Modern,Lace off-shoulder sequin dress
India,Mumbai,Traditional (North Indian),Office Meeting,Cream,Traditional,Solid handloom saree
Japan,Osaka,Traditional Japanese,Wedding,Red,Modern,Embroidered lace dress with obi belt
USA,Houston,Western,Office Meeting,Black,Traditional,Pinstripe knee-length skirt with blouse
India,Bangalore,Traditional (South Indian),Casual Party,Pastel,Modern,Floral front-slit kurti with jeans
Japan,Tokyo,Western,Casual Party,Blue,Traditional,Striped cardigan over a dress with Mary Jane shoes
England,Manchester,Western,Casual Party,Blue,Modern,Abstract maxi skirt with a fitted tank top and flats
Sri Lanka,Colombo,Traditional (Sinhala),Office Meeting,Beige,Modern,Solid wrap dress with formal detailing and modest fit
England,London,African/Caribbean,Office Meeting,Navy,Modern,Subtle Prints tailored pants with printed blouse
Dubai,Abu Dhabi,Traditional (Middle Eastern),Casual Party,Earth Tones,Traditional,Printed cloak over outfit
USA,Miami,Western,Casual Party,Blue,Traditional,Floral floral A-line dress with a cardigan and ballet flats
USA,Miami,Western,Office Meeting,Navy,Modern,Solid wrap dress
USA,Miami,Western,Office Meeting,Gray,Traditional,Solid knee-length skirt with blouse
USA,Chicago,Western,Office Meeting,Beige,Traditional,Solid cardigan over dress
USA,Chicago,Western,Wedding,Ivory,Modern,Beaded gold strapless gown with crystal embellishments
USA,Miami,Latino,Casual Party,Multicolor,Modern,Floral maxi dress with slit
Malaysia,Kuching,Malay,Casual Party,Pastel,Modern,Printed peplum top with skirt
USA,Houston,Black,Wedding,Gold,Traditional,Beaded Yoruba iro and buba
USA,Houston,Western,Casual Party,Yellow,Traditional,Striped sweater dress with tights and ankle boots
India,Delhi,Traditional (North Indian),Casual Party,Bright,Modern,Printed front-slit kurti with jeans
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,White,Traditional,Embroidered traditional wedding saree
Sri Lanka,Kandy,Traditional (Sinhala),Casual Party,Bright,Modern,Floral maxi dress
USA,Miami,Western,Office Meeting,Navy,Traditional,Pinstripe dress with pantyhose
USA,Miami,Latino,Casual Party,Bright,Traditional,Frills embroidered dress
USA,New York,Western,Wedding,Pastel,Modern,Beaded halter-neck satin gown
England,Manchester,African/Caribbean,Wedding,Purple,Modern,Beaded sequined gown with cultural motifs
Malaysia,Ipoh,Malay,Wedding,Maroon,Modern,Beaded gown with cape
Malaysia,Kuching,Indian,Casual Party,Vibrant,Traditional,Printed handloom saree
Malaysia,Kuching,Indian,Office Meeting,Pastel,Traditional,Minimal Embroidery phulkari dupatta with suit
Malaysia,Kuching,Chinese,Office Meeting,Gray,Modern,Solid shift dress with embroidery
Sri Lanka,Colombo,Western,Casual Party,Blue,Traditional,Abstract cardigan over a dress with Mary Jane shoes
Sri Lanka,Jaffna,Traditional (Tamil),Office Meeting,Cream,Traditional,Solid cotton saree
USA,Miami,Western,Casual Party,Yellow,Modern,Polka dot off-shoulder blouse with high-waisted jeans and heels
India,Mumbai,Western,Wedding,White,Modern,Beaded asymmetrical tulle dress with floral appliqués
USA,Miami,Western,Casual Party,Yellow,Traditional,Abstract sweater dress with tights and ankle boots
Japan,Osaka,Traditional Japanese,Wedding,Red,Modern,Embroidered off-shoulder dress
USA,Chicago,Black,Office Meeting,Brown,Modern,Subtle Ankara Print peplum top with slacks
Malaysia,Kuching,Malay,Casual Party,Bright,Traditional,Floral sarong with blouse
USA,Chicago,Black,Wedding,Bright,Modern,Beaded one-shoulder gown with bold geometric patterns
India,Mumbai,Western,Casual Party,Yellow,Traditional,Floral button-up shirt with tailored trousers and loafers
England,Bristol,South Asian,Wedding,Gold,Traditional,Embroidered bridal saree
Malaysia,Ipoh,Chinese,Casual Party,Multicolor,Traditional,Geometric casual cheongsam
Malaysia,Ipoh,Malay,Wedding,Silver,Modern,Beaded evening gown
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,White,Modern,Lace off-shoulder gown
Japan,Tokyo,Traditional Japanese,Wedding,Red,Traditional,Floral furisode kimono
USA,New York,Latino,Office Meeting,Brown,Traditional,Subtle Embroidery embroidered blouse with skirt
USA,Houston,Black,Wedding,Vibrant,Modern,Ankara Print halter-neck dress with subtle cultural motifs
USA,New York,Western,Casual Party,Green,Traditional,Abstract sweater dress with tights and ankle boots
England,London,African/Caribbean,Wedding,Turquoise,Traditional,Beaded Swahili kanga dress
USA,New York,Western,Office Meeting,Beige,Traditional,Checkered dress with pantyhose
USA,Houston,Black,Wedding,Vibrant,Modern,Beaded fringed evening dress with traditional patterns
Sri Lanka,Jaffna,Traditional (Tamil),Wedding,Maroon,Modern,Zari jacket style saree
India,Bangalore,Traditional (South Indian),Wedding,Red,Traditional,Zari bridal saree with heavy zari work
England,Manchester,African/Caribbean,Office Meeting,Brown,Traditional,Solid wrap skirt with top
Malaysia,Ipoh,Indian,Casual Party,Pastel,Traditional,Block Print handloom saree
Dubai,Al Ain,Traditional (Middle Eastern),Wedding,Silver,Traditional,Embroidered thobe with intricate designs
Dubai,Dubai,Traditional (Middle Eastern),Casual Party,Pastel,Traditional,Floral kaftan
USA,Chicago,Black,Wedding,Vibrant,Modern,Ankara Print mermaid gown with Kente cloth details
Japan,Tokyo,Western,Wedding,Ivory,Modern,Lace ivory lace evening gown
England,London,Western,Wedding,White,Traditional,Lace knee-length lace dress with cap sleeves
India,Delhi,Traditional (North Indian),Wedding,Pink,Modern,Beaded cape style saree
USA,Chicago,Black,Wedding,Bright,Modern,Kente Patterns evening gown with Ankara accents
USA,Miami,Latino,Wedding,Red,Traditional,Embroidered tiered skirt gown with lace accents
Malaysia,Kuching,Indian,Wedding,Maroon,Modern,Zari designer lehenga
Dubai,Dubai,Traditional (Middle Eastern),Office Meeting,Navy,Modern,Solid high-neck blouse with skirt
USA,Miami,Latino,Office Meeting,Brown,Traditional,Solid embroidered tunic with leggings
India,Bangalore,Traditional (South Indian),Casual Party,Vibrant,Traditional,Floral cotton saree
USA,Miami,Latino,Office Meeting,White,Traditional,Solid embroidered tunic with leggings
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,Maroon,Traditional,Embroidered traditional wedding saree
Sri Lanka,Galle,Traditional (Sinhala),Wedding,Maroon,Traditional,Beaded saree with long train
England,Bristol,Western,Office Meeting,Navy,Modern,Pinstripe pleated skirt with sweater
Japan,Osaka,Traditional Japanese,Wedding,White,Traditional,Embroidered wedding kimono with cranes
USA,Miami,Western,Office Meeting,Navy,Traditional,Checkered button-up shirt with slacks
USA,New York,Western,Office Meeting,Black,Traditional,Pinstripe midi skirt with jacket
England,Manchester,African/Caribbean,Wedding,Bright,Modern,Ankara off-shoulder gown with embroidery
England,London,African/Caribbean,Casual Party,Multicolor,Modern,Geometric wrap dress with bold patterns
England,Manchester,African/Caribbean,Office Meeting,Navy,Traditional,Subtle Prints Kente skirt with blouse
Sri Lanka,Colombo,Traditional (Sinhala),Casual Party,Earth Tones,Modern,Printed dress with local patterns
India,Mumbai,Western,Wedding,White,Traditional,Beaded sleeveless pleated dress with a belted waist
USA,Miami,Latino,Wedding,Red,Modern,Lace asymmetrical hem dress with lace trim
USA,Chicago,Black,Wedding,Vibrant,Modern,Ankara Print halter-neck dress with subtle cultural motifs
India,Bangalore,Traditional (South Indian),Wedding,Green,Traditional,Embroidered traditional red saree
Sri Lanka,Colombo,Western,Casual Party,Yellow,Modern,Floral denim skirt with a graphic tee and sneakers
USA,New York,Western,Casual Party,Blue,Modern,Polka dot denim skirt with a graphic tee and sneakers
USA,New York,Latino,Casual Party,Bright,Traditional,Geometric fringed shawl over dress
Malaysia,Kuching,Indian,Office Meeting,Pastel,Modern,Solid palazzo pants with kurti
Japan,Tokyo,Western,Office Meeting,Navy,Modern,Solid culottes with shirt
England,London,Western,Wedding,Pastel,Modern,Beaded silver beaded sheath gown
Dubai,Abu Dhabi,Traditional (Middle Eastern),Casual Party,Bright,Traditional,Geometric thobe with belt
India,Chennai,Traditional (South Indian),Casual Party,Bright,Modern,Printed kurti with leggings
USA,Chicago,Black,Casual Party,Multicolor,Traditional,Ankara Print kanga wrap dress
USA,New York,Western,Wedding,Ivory,Traditional,Beaded sleeveless pleated dress with a belted waist
Dubai,Al Ain,Traditional (Middle Eastern),Office Meeting,Navy,Traditional,Minimal Embroidery modest gown
USA,Miami,Western,Wedding,Silver,Traditional,Embroidered pleated midi skirt with a blouse and matching bolero
USA,Chicago,Latino,Wedding,Gold,Traditional,Embroidered lace bolero over a classic gown
England,Manchester,African/Caribbean,Casual Party,Yellow,Modern,Tribal Ankara skirt with tank top
USA,Houston,Western,Casual Party,Yellow,Traditional,Floral cardigan over a dress with Mary Jane shoes
India,Delhi,Traditional (North Indian),Casual Party,Vibrant,Modern,Block Print high-low hem dress
Malaysia,Kuching,Indian,Office Meeting,Cream,Traditional,Minimal Embroidery block print salwar kameez
Dubai,Sharjah,Traditional (Middle Eastern),Wedding,Silver,Modern,Embroidered gown with cape
USA,Miami,Latino,Wedding,Yellow,Modern,Lace asymmetrical hem dress with lace trim
Malaysia,Ipoh,Chinese,Casual Party,Multicolor,Traditional,Geometric mandarin collar top with jeans
USA,Houston,Black,Wedding,Kente Colors,Modern,Beaded halter-neck dress with subtle cultural motifs
India,Mumbai,Western,Casual Party,Red,Traditional,Floral midi skirt with a sweater and kitten heels
Sri Lanka,Jaffna,Traditional (Tamil),Wedding,Maroon,Traditional,Beaded saree with kundan work
USA,Houston,Black,Casual Party,Multicolor,Traditional,Ankara Print kitenge wrap skirt with top
India,Mumbai,Traditional (North Indian),Casual Party,Vibrant,Modern,Block Print kaftan style kurti
India,Bangalore,Traditional (South Indian),Casual Party,Bright,Modern,Batik off-shoulder top with skirt
Malaysia,Kuching,Indian,Office Meeting,Cream,Modern,Solid front-slit kurti with pants
England,Manchester,African/Caribbean,Wedding,Turquoise,Traditional,Beaded Yoruba iro and buba
USA,Chicago,Latino,Wedding,Yellow,Modern,Ruffles maxi dress with a high slit and lace accents
USA,Miami,Western,Office Meeting,Black,Modern,Checkered culottes with shirt
Japan,Tokyo,Traditional Japanese,Office Meeting,Muted,Modern,Subtle Patterns shift dress with obi belt
Malaysia,Ipoh,Indian,Wedding,Maroon,Traditional,Sequined Banarasi silk saree
England,Bristol,Western,Wedding,Gold,Modern,Lace asymmetrical tulle dress with floral appliqués
India,Bangalore,Traditional (South Indian),Wedding,Red,Modern,Zari lehenga
Malaysia,Kuching,Indian,Wedding,Maroon,Modern,Zari saree gown
Japan,Tokyo,Traditional Japanese,Casual Party,Bright,Traditional,Floral yukata
Dubai,Al Ain,Traditional (Middle Eastern),Office Meeting,Navy,Traditional,Solid modest gown
Japan,Tokyo,Traditional Japanese,Wedding,Gold,Traditional,Floral gold embroidered kimono
England,London,Western,Casual Party,Yellow,Traditional,Polka dot conservative shift dress with a belt and pumps
Dubai,Al Ain,Traditional (Middle Eastern),Office Meeting,Beige,Traditional,Solid cloak with dress
Sri Lanka,Colombo,Western,Office Meeting,Gray,Traditional,Pinstripe turtleneck sweater with skirt
Japan,Osaka,Traditional Japanese,Casual Party,Bright,Traditional,Traditional Prints kimono with sash
